iter	MultiClassOneVsAll
474	0.2276408803
475	0.2275269951
476	0.2274395149
477	0.2273735536
478	0.2273151069
479	0.2272462679
480	0.2271952591
481	0.2270530316
482	0.227003408
483	0.2268948509
484	0.2267817983
485	0.2266684274
486	0.2265802663
487	0.2264999246
488	0.2264901315
489	0.2264233768
490	0.2263330981
491	0.2262626463
492	0.2261973341
493	0.2260795502
494	0.2260322954
495	0.2259399072
496	0.2258394996
497	0.2257398406
498	0.2257109063
499	0.2256328762
500	0.2255521924
501	0.2254545444
502	0.2253558655
503	0.2253103578
504	0.2252330823
505	0.2251731836
506	0.2250123029
507	0.224983213
508	0.2249558002
509	0.2248770068
510	0.2247587847
511	0.2246315276
512	0.2246041555
513	0.2245466575
514	0.2244613317
515	0.2243264006
516	0.2242692734
517	0.22420964
518	0.2241731347
519	0.2241212432
520	0.2240240433
521	0.2239686695
522	0.2238926465
523	0.2238219838
524	0.2237332
525	0.2236809108
526	0.2236133851
527	0.223505756
528	0.2234526002
529	0.2233280726
530	0.2232358206
531	0.2231379299
532	0.223113107
533	0.2230372378
534	0.2229769628
535	0.2229519698
536	0.2229046321
537	0.2228551
538	0.2227921571
539	0.2226998723
540	0.2226096784
541	0.2224991006
542	0.2224308956
543	0.2223810254
544	0.2223539979
545	0.2222332176
546	0.2221998971
547	0.2221234178
548	0.2220457722
549	0.2219657862
550	0.2218544928
551	0.2218424029
552	0.221774751
553	0.2216809108
554	0.221609787
555	0.2215280287
556	0.2214868946
557	0.221378659
558	0.2213115214
559	0.2212795574
560	0.2212156841
561	0.2211269406
562	0.2210870907
563	0.2209508713
564	0.2208514931
565	0.2207859401
566	0.2206914089
567	0.2206014065
568	0.2205654491
569	0.2205038118
570	0.2203997714
571	0.2202971826
572	0.2202514558
573	0.2201829514
574	0.2201320906
575	0.2200645519
576	0.2200120415
577	0.2199197481
578	0.2198548031
579	0.2197703892
580	0.2196902423
581	0.2196374394
582	0.2196086128
583	0.2195421351
584	0.2194944397
585	0.2194156222
586	0.2193764784
587	0.2193401277
588	0.2192627073
589	0.2192286011
590	0.219172962
591	0.2191143855
592	0.2190698495
593	0.218982012
594	0.2189361456
595	0.2188122846
596	0.218759945
597	0.2187193161
598	0.2186402179
599	0.2185873236
600	0.2185192401
601	0.2184889864
602	0.2184199141
603	0.2183987618
604	0.2183568478
605	0.2183245813
606	0.2182580544
607	0.2181905596
608	0.21814271
609	0.2180616422
610	0.2180072336
611	0.2179325892
612	0.2178908358
613	0.2177786758
614	0.2176883528
615	0.2176194277
616	0.2175204205
617	0.2174454066
618	0.2174083788
619	0.2173334357
620	0.2172837639
621	0.2172596985
622	0.2172357059
623	0.2171970858
624	0.2171285069
625	0.2170430719
626	0.2169917782
627	0.2169478785
628	0.2169269515
629	0.2168641955
630	0.2168220497
631	0.2167583542
632	0.2167009861
633	0.2166240484
634	0.2165817895
635	0.216533526
636	0.2164716107
637	0.2163644002
638	0.2162740395
639	0.2161744025
640	0.2161012989
641	0.2160481661
642	0.2159426327
643	0.2158895856
644	0.2158392184
645	0.2157656772
646	0.2156913846
647	0.2156578281
648	0.2155828507
649	0.2155236147
650	0.2154786012
651	0.2153387929
652	0.2152546957
653	0.2151689994
654	0.2150836238
655	0.2150039471
656	0.214982695
657	0.2149561402
658	0.2148478075
659	0.2147351217
660	0.2146801147
661	0.2145933482
662	0.2145166833
663	0.2144512501
664	0.2143863355
665	0.2143557775
666	0.2143145025
667	0.2142344735
668	0.2141918347
669	0.2141422931
670	0.2140824231
671	0.214018142
672	0.2139604236
673	0.213930547
674	0.2139048249
675	0.2138413681
676	0.2137478712
677	0.2137102345
678	0.2136738882
679	0.2136489054
680	0.2135938767
681	0.2135341699
682	0.2134787381
683	0.2133900032
684	0.2133332147
685	0.2133306512
686	0.2132579991
687	0.2131826037
688	0.2131342544
689	0.2130927573
690	0.213063226
691	0.2129611438
692	0.2128514219
693	0.2128156716
694	0.2127364595
695	0.2126638726
696	0.2126099414
697	0.2125535615
698	0.2124972079
699	0.2124472291
700	0.2123850205
701	0.2123077028
702	0.2122500513
703	0.2122146732
704	0.2121304864
705	0.2120394512
706	0.2119341427
707	0.2118944969
708	0.2118385753
709	0.2117841513
710	0.2117313551
711	0.2117160464
712	0.2116540857
713	0.211627556
714	0.2116132644
715	0.2115681389
716	0.2115147643
717	0.2114487185
718	0.2113807793
719	0.2113514881
720	0.2113008244
721	0.2112536207
722	0.2111626532
723	0.2111062395
724	0.2110830591
725	0.2110445948
726	0.2110204924
727	0.2109864246
728	0.2109484133
729	0.2108717892
730	0.2108563612
731	0.2108048812
732	0.2107482455
733	0.2106664866
734	0.210612119
735	0.2105387273
736	0.2104704569
737	0.2103941893
738	0.2103531174
739	0.2102446279
740	0.2101918899
741	0.2101280917
742	0.2100586719
743	0.2100098654
744	0.2099800548
745	0.209947207
746	0.2099027234
747	0.2098522113
748	0.2097975671
749	0.2097471657
750	0.2096743126
751	0.2095999191
752	0.2095444292
753	0.2094869822
754	0.2094269649
755	0.2093813131
756	0.2093357544
757	0.2092377442
758	0.2091695194
759	0.2091164154
760	0.2090459363
761	0.2090116531
762	0.2089296918
763	0.2088388892
764	0.2087587983
765	0.2087114703
766	0.2086789882
767	0.208595271
768	0.2085559467
769	0.2085395937
770	0.2085152006
771	0.2084846114
772	0.2084362843
773	0.2083718887
774	0.2083228346
775	0.2082577184
776	0.2081692886
777	0.2080835598
778	0.2080074764
779	0.2079753485
780	0.2079380909
781	0.2078912305
782	0.2078770236
783	0.2078224753
784	0.2077615251
785	0.207723225
786	0.2076659072
787	0.2076102447
788	0.2075951627
789	0.2075639199
790	0.2075257575
791	0.2074927648
792	0.2074623473
793	0.2074324504
794	0.2074056888
795	0.2073758275
796	0.2073422271
797	0.2073207428
798	0.2072523164
799	0.2071993436
800	0.2071479705
801	0.2071159537
802	0.2070446981
803	0.20702096
804	0.2069754531
805	0.2069317196
806	0.2068715209
807	0.2068484416
808	0.2068106169
809	0.2067796941
810	0.2067282836
811	0.2066637451
812	0.2066165086
813	0.2065428732
814	0.2065000684
815	0.206473427
816	0.2064578729
817	0.2064269473
818	0.2063841441
819	0.2063384674
820	0.2062565696
821	0.2061953691
822	0.2061450144
823	0.2061028376
824	0.2060466648
825	0.2059925731
826	0.2059720099
827	0.2059202883
828	0.2058273055
829	0.2058007675
830	0.2057569605
831	0.2057254541
832	0.2056583124
833	0.2056203335
834	0.2055930555
835	0.205533259
836	0.2054703209
837	0.2054346005
838	0.2053927359
839	0.2053010717
840	0.2052735801
841	0.205232373
842	0.2051707365
843	0.2051377115
844	0.2051089598
845	0.2050738473
846	0.2050303017
847	0.2049847553
848	0.2049468907
849	0.204871031
850	0.2047987206
851	0.2047836247
852	0.204747194
853	0.2047146894
854	0.2046779933
855	0.2046496111
856	0.2045796542
857	0.2045281379
858	0.2044672645
859	0.2044134355
860	0.2043899979
861	0.2043686712
862	0.2043289386
863	0.2042883705
864	0.2042455421
865	0.2042031305
866	0.2041835399
867	0.2041607131
868	0.204128901
869	0.2040696004
870	0.2040264803
871	0.2039762024
872	0.2039203497
873	0.2038395685
874	0.2038028219
875	0.2037653244
876	0.2037386828
877	0.2036441877
878	0.2035867994
879	0.2035499909
880	0.2035033729
881	0.2034855079
882	0.2034646339
883	0.2034035528
884	0.2033474096
885	0.2033005312
886	0.2032739773
887	0.2032313845
888	0.2031968758
889	0.2031227831
890	0.2030827266
891	0.2030382315
892	0.20302615
893	0.202974337
894	0.2029345513
895	0.2028764614
896	0.2028395069
897	0.2028099223
898	0.2027408389
899	0.2027011362
900	0.2026482017
901	0.2026231436
902	0.2026091797
903	0.2025762792
904	0.2025102695
905	0.2024580071
906	0.2024346078
907	0.2024154706
908	0.2023769589
909	0.2023476814
910	0.2022875762
911	0.202235327
912	0.2022077971
913	0.2021861745
914	0.2021559942
915	0.2021024473
916	0.2020689037
917	0.2020312451
918	0.2020019017
919	0.2019375757
920	0.2019110307
921	0.2018611352
922	0.2018243673
923	0.2018052985
924	0.2017820834
925	0.2017376869
926	0.201691592
927	0.2016601416
928	0.2016246818
929	0.2015990225
930	0.2015724194
931	0.2015254276
932	0.2014983089
933	0.2014475927
934	0.201388436
935	0.201377386
936	0.201340112
937	0.2013180763
938	0.2012374098
939	0.2011821089
940	0.2011319498
941	0.201092666
942	0.2010570894
943	0.2010026318
944	0.200968939
945	0.2009398285
946	0.2008876807
947	0.2008600796
948	0.2008102906
949	0.2007754757
950	0.200767165
951	0.2007310066
952	0.2006694277
953	0.2006196624
954	0.2005718847
955	0.2005242931
956	0.2004644034
957	0.2004180398
958	0.2004013768
959	0.200340975
960	0.200262752
961	0.2001982349
962	0.2001559872
963	0.200113666
964	0.2000831907
965	0.2000295285
966	0.2000078726
967	0.1999817039
968	0.1999538393
969	0.1999109022
970	0.199900657
971	0.1998799876
972	0.1998375122
973	0.1997807071
974	0.1997215485
975	0.1996720068
976	0.1996132815
977	0.1995775063
978	0.1995078161
979	0.199474765
980	0.1994553675
981	0.1994173738
982	0.199373129
983	0.1993229188
984	0.1992581851
985	0.199205568
986	0.1991790958
987	0.1991040497
988	0.199048731
989	0.1990328777
990	0.1990056554
991	0.1989828891
992	0.1989502748
993	0.1988954839
994	0.1988737784
995	0.198842608
996	0.1988304468
997	0.1987958177
998	0.1987568825
999	0.1987394774
1000	0.1986897796
1001	0.1986516154
1002	0.1986235614
1003	0.1986082039
1004	0.1985661487
1005	0.1985205054
1006	0.198477406
1007	0.1984359944
1008	0.1983701462
1009	0.1983203349
1010	0.1982888595
1011	0.1982135868
1012	0.1981805813
1013	0.1981477174
1014	0.1981183895
1015	0.1980673499
1016	0.1980382504
1017	0.1979992073
1018	0.1979673072
1019	0.1979100098
1020	0.1978613619
1021	0.1978417237
1022	0.1977925921
1023	0.1977236374
1024	0.1977004995
1025	0.1976554526
1026	0.1976131132
1027	0.1975590354
1028	0.1975005846
1029	0.1974643334
1030	0.1974327555
1031	0.1973868519
1032	0.1973125108
1033	0.1972822208
1034	0.197263533
1035	0.1972492271
1036	0.1972219939
1037	0.1971879542
1038	0.197157704
1039	0.1971104611
1040	0.1970981846
1041	0.1970578831
1042	0.1969831299
1043	0.1969600755
1044	0.1969426631
1045	0.1968635354
1046	0.1967840211
1047	0.196730021
1048	0.1966739969
1049	0.1966247758
1050	0.196539877
1051	0.1964934284
1052	0.1964482319
1053	0.1964172045
1054	0.1963918179
1055	0.1963460703
1056	0.1963131527
1057	0.1962680503
1058	0.1962601802
1059	0.1962206779
1060	0.1961951501
1061	0.1961712589
1062	0.1961552474
1063	0.1961371123
1064	0.1961056134
1065	0.1960786364
1066	0.1960601165
1067	0.1960485544
1068	0.1960059199
1069	0.1959869049
1070	0.1959703462
1071	0.195952072
1072	0.1958900275
1073	0.195851578
1074	0.1958445279
1075	0.195792146
1076	0.1957604404
1077	0.1957357342
1078	0.1957030448
1079	0.1956658272
1080	0.1956326494
1081	0.1955651265
1082	0.1955474281
1083	0.1955010312
1084	0.1954620605
1085	0.1954297105
1086	0.1953740249
1087	0.1953482988
1088	0.1952936913
1089	0.1952443959
1090	0.1952225954
1091	0.1951799937
1092	0.195126112
1093	0.1950785117
1094	0.1950619449
1095	0.1949975194
1096	0.1949695007
1097	0.1949505187
1098	0.1949084039
1099	0.1948700274
1100	0.1948407635
1101	0.1947814576
1102	0.1947523432
1103	0.1947126041
1104	0.1946450991
1105	0.1946086692
1106	0.1945689214
1107	0.1945577871
1108	0.1945269044
1109	0.1944970977
1110	0.1944366262
1111	0.1944145912
1112	0.194378098
1113	0.1943174854
1114	0.1942914356
1115	0.1942524308
1116	0.194214797
1117	0.1941632878
1118	0.1941077983
1119	0.1940441826
1120	0.1940204111
1121	0.1939987505
1122	0.1939641152
1123	0.1939424327
1124	0.1939172855
1125	0.1938834391
1126	0.1938445933
1127	0.1938012568
1128	0.1937891123
1129	0.1937303982
1130	0.1936714085
1131	0.1935982243
1132	0.1935890733
1133	0.1935475638
1134	0.1934968223
1135	0.1934415681
1136	0.193388065
1137	0.1933399485
1138	0.1932796065
1139	0.1932163514
1140	0.193181571
1141	0.1931462149
1142	0.1931023584
1143	0.1930682112
1144	0.1930339704
1145	0.1930053334
1146	0.1929875615
1147	0.1929622907
1148	0.1929341729
1149	0.19289047
1150	0.1928636995
1151	0.1928075151
1152	0.1927872794
1153	0.1927448591
1154	0.192724112
1155	0.1926878347
1156	0.19266214
1157	0.1926399493
1158	0.1925759527
1159	0.1925318998
1160	0.1924690481
1161	0.1924602602
1162	0.1923983353
1163	0.1923545155
1164	0.1923221812
1165	0.1922964622
1166	0.1922828386
1167	0.1922649091
1168	0.1922292012
1169	0.1921763421
1170	0.1921481165
1171	0.1921264031
1172	0.1920931568
1173	0.1920516904
1174	0.1919838312
1175	0.1919435423
1176	0.1919104848
1177	0.1918907871
1178	0.1918409803
1179	0.191806004
1180	0.191783066
1181	0.1917666085
1182	0.1917359962
1183	0.1916792884
1184	0.1916447387
1185	0.1915986441
1186	0.1915790919
1187	0.1915537196
1188	0.1915020066
1189	0.1914838753
1190	0.1914806751
1191	0.1914503171
1192	0.1913941366
1193	0.1913484344
1194	0.1912869328
1195	0.1912632566
1196	0.1912115748
1197	0.1911770807
1198	0.1911526159
1199	0.1911073071
1200	0.1910857738
1201	0.1910761526
1202	0.1910323316
1203	0.1910094124
1204	0.1909999423
1205	0.1909823883
1206	0.1909246446
1207	0.1908887004
1208	0.1908551565
1209	0.1908208841
1210	0.1908042519
1211	0.1907781493
1212	0.1907465654
1213	0.1907042184
1214	0.1906527396
1215	0.1906277091
1216	0.190615699
1217	0.1905823576
1218	0.1905466334
1219	0.1905018157
1220	0.1904855787
1221	0.1904574865
1222	0.1904455327
1223	0.1904077585
1224	0.1903428108
1225	0.1903054575
1226	0.1902478103
1227	0.1902211044
1228	0.1901812706
1229	0.1901446107
1230	0.1901185503
1231	0.1901042435
1232	0.1900784532
1233	0.190015962
1234	0.1899754031
1235	0.1899235738
1236	0.1898789018
1237	0.1898459762
1238	0.18980352
1239	0.1897717033
1240	0.1897101314
1241	0.189679779
1242	0.189664269
1243	0.1896257281
1244	0.1896138924
1245	0.1895427791
1246	0.1895224114
1247	0.1894929121
1248	0.1894721086
1249	0.1894414782
1250	0.1894266387
1251	0.189379132
1252	0.1893246842
1253	0.1892948506
1254	0.1892391312
1255	0.1892082792
1256	0.1891994779
1257	0.1891753626
1258	0.1891463671
1259	0.1891075048
1260	0.189090243
1261	0.1890735068
1262	0.1890314704
1263	0.1889987658
1264	0.1889729183
1265	0.1889628741
1266	0.1889347137
1267	0.1889128511
1268	0.188887416
1269	0.1888726981
1270	0.1888487735
1271	0.188826809
1272	0.1888002009
1273	0.1887763358
1274	0.1887320884
1275	0.1886727929
1276	0.1886524233
1277	0.1886231688
1278	0.1885922146
1279	0.1885761966
1280	0.1885581219
1281	0.1885335105
1282	0.1884961367
1283	0.1884449871
1284	0.188434918
1285	0.1884033262
1286	0.1883550416
1287	0.1883375582
1288	0.1882940157
1289	0.1882608418
1290	0.1881870252
1291	0.1881438247
1292	0.1881131092
1293	0.1880642522
1294	0.188044918
1295	0.1880151746
1296	0.1879814673
1297	0.1879650661
1298	0.1879179025
1299	0.1878844474
1300	0.1878510491
1301	0.1877960492
1302	0.1877683734
1303	0.1877494775
1304	0.1877325663
1305	0.1877115468
1306	0.1876947896
1307	0.1876858822
1308	0.1876283235
1309	0.1876180548
1310	0.1875791067
1311	0.1875616881
1312	0.1875023367
1313	0.187460145
1314	0.1873952696
1315	0.1873718545
1316	0.1873156088
1317	0.1872909283
1318	0.1872732104
1319	0.1872504221
1320	0.1872361426
1321	0.1872022673
1322	0.1871653315
1323	0.1871558622
1324	0.187135852
1325	0.1871185982
1326	0.1870858356
1327	0.1870530784
1328	0.1870371392
1329	0.1870243889
1330	0.1870056179
1331	0.1869855691
1332	0.1869682378
1333	0.1869345122
1334	0.1869029284
1335	0.1868786701
1336	0.1868697962
1337	0.1868444355
1338	0.1868138797
1339	0.1867888761
1340	0.1867340134
1341	0.1866924954
1342	0.1866356683
1343	0.1865699346
1344	0.1865344107
1345	0.1864957712
1346	0.1864275517
1347	0.1864045381
1348	0.1863808824
1349	0.1863300762
1350	0.1862930747
1351	0.1862530851
1352	0.1862176956
1353	0.1861636969
1354	0.1861447211
1355	0.1861150692
1356	0.1860856894
1357	0.1860575662
1358	0.1860288084
1359	0.185995641
1360	0.1859789245
1361	0.1859370034
1362	0.1859145898
1363	0.1858965336
1364	0.1858598744
1365	0.1858329157
1366	0.1857946019
1367	0.1857709718
1368	0.1857401252
1369	0.1857266131
1370	0.1856947996
1371	0.1856785885
1372	0.1856578387
1373	0.1856238767
1374	0.1855877133
1375	0.1855544542
1376	0.18551438
1377	0.185494894
1378	0.1854616604
1379	0.1853996051
1380	0.1853793835
1381	0.1853595818
1382	0.1853138262
1383	0.1852926767
1384	0.1852624866
1385	0.1852416256
1386	0.1852145132
1387	0.1851765853
1388	0.1851616371
1389	0.1851382797
1390	0.1851283647
1391	0.1850823734
1392	0.1850392657
1393	0.1850262532
1394	0.1849817351
1395	0.184944375
1396	0.1849142395
1397	0.1849020386
1398	0.1848786139
1399	0.1848273104
1400	0.1847907334
1401	0.1847553677
1402	0.1847411124
1403	0.1847219754
1404	0.1847000647
1405	0.1846558889
1406	0.184612833
1407	0.1845846211
1408	0.1845359232
1409	0.1845010872
1410	0.1844662004
1411	0.1844367844
1412	0.1844143204
1413	0.1843854941
1414	0.1843752115
1415	0.1843731721
1416	0.184356229
1417	0.1843360069
1418	0.1843110706
1419	0.1842868585
1420	0.1842631892
1421	0.1842058761
1422	0.1841978846
1423	0.1841832495
1424	0.1841541721
1425	0.1841237308
1426	0.1840964468
1427	0.1840817739
1428	0.1840296567
1429	0.1840230854
1430	0.1840023696
1431	0.1839770006
1432	0.1839575159
1433	0.183913965
1434	0.1838863211
1435	0.1838754582
1436	0.1838515867
1437	0.1838176818
1438	0.1837945078
1439	0.1837725033
1440	0.1837667726
1441	0.1837296518
1442	0.1836773822
1443	0.1836169414
1444	0.1835996192
1445	0.1835909893
1446	0.1835863903
1447	0.1835500513
1448	0.1835081713
1449	0.1834635563
1450	0.1834145226
1451	0.1833702042
1452	0.1833324582
1453	0.1833144438
1454	0.1832967893
1455	0.183256532
1456	0.1832108142
1457	0.1831665691
1458	0.1831430097
1459	0.1830843105
1460	0.183064096
1461	0.1830550691
1462	0.1830215159
1463	0.1830030059
1464	0.1829726738
1465	0.1829523922
1466	0.1829333146
1467	0.1829159797
1468	0.1829078164
1469	0.1828864078
1470	0.182857766
1471	0.1828407676
1472	0.1827757028
1473	0.1827556601
1474	0.1827117484
1475	0.1826736836
1476	0.1826301582
1477	0.1825803447
1478	0.1825664936
1479	0.1825176509
1480	0.1825071792
1481	0.182469519
1482	0.1824558141
1483	0.1824288784
1484	0.1823859641
1485	0.1823669759
1486	0.1823501551
1487	0.1823300949
1488	0.1822934603
1489	0.1822671534
1490	0.1822314813
1491	0.1821988563
1492	0.1821455436
1493	0.1821231462
1494	0.1821072721
1495	0.1821023631
1496	0.1820628388
1497	0.1820357846
1498	0.182020921
1499	0.1819957771
