CATEGORYID,USESTATUS_LAST_ID,P_MANUFACTURERID,DATEMANUFACTURE,NATIONALFACT,OWNER,LOAI_TBI,KIEU_LBS,TTKN,CTSC,KIEU_DHQ,MT_CD,UDM,IDM,DBDATSCN,KCRTT,SCKTTDC,KNGSDK,DB_DA_XUNG,I_CATNM_DM,VLBS,KIEU_DK
0022D00_LBS,USING,PB-100088,2022,TB040.00001,TB0631,PB-501690,PB-501424,PB-501427,EVN.KO,PE-2163,PE-2165,TBI_TT_FCO_UDM.6,PB-500012,50,PB-500049,5,PE-2169,125,TBI_TT_KNCDNM.00036,PB-500062,TBI_TT_CC_DK.00002
0022D00_LBS,USING,PB-100087,2022,TB040.00001,TB0632,PB-501690,PB-501424,PB-501426,EVN.KO,PE-2164,TBI_TT_LBS_MTCD.00003,TBI_TT_FCO_UDM.8,PB-500012,50,PB-500049,10000,PE-2169,150,TBI_TT_KNCDNM.00027,PB-500064,TBI_TT_CC_DK.00003
0022D00_LBS,USING,PB-100087,2022,TB040.00001,TB0632,PB-501690,PB-501424,PB-501426,EVN.KO,PE-2164,TBI_TT_LBS_MTCD.00003,TBI_TT_FCO_UDM.8,PB-500012,50,PB-500049,10000,PE-2169,150,TBI_TT_KNCDNM.00027,PB-500064,TBI_TT_CC_DK.00003
0022D00_LBS,USING,PB-100087,2022,TB040.00001,TB0632,PB-501690,PB-501424,PB-501426,EVN.KO,PE-2164,TBI_TT_LBS_MTCD.00003,TBI_TT_FCO_UDM.8,PB-500012,50,PB-500049,10000,PE-2169,150,TBI_TT_KNCDNM.00027,PB-500064,TBI_TT_CC_DK.00003
0022D00_LBS,USING,PB-100087,2022,TB040.00001,TB0632,PB-501690,PB-501424,PB-501426,EVN.KO,PE-2164,TBI_TT_LBS_MTCD.00003,TBI_TT_FCO_UDM.8,PB-500012,50,PB-500049,10000,PE-2169,150,TBI_TT_KNCDNM.00027,PB-500064,TBI_TT_CC_DK.00003
0022D00_LBS,USING,PB-100087,2023,TB040.00001,TB0632,PB-501690,PB-501424,PB-501426,EVN.KO,PE-2164,TBI_TT_LBS_MTCD.00003,TBI_TT_FCO_UDM.8,PB-500012,50,PB-500049,10000,PE-2169,150,TBI_TT_KNCDNM.00027,PB-500064,TBI_TT_CC_DK.00003
0022D00_LBS,USING,HSX.00302,2016,TB040.00141,TB0632,TBI_TT_LBS_LOAI.18,PB-501424,PB-501427,EVN.KO,PE-2164,TBI_TT_LBS_MTCD.00003,TBI_TT_FCO_UDM.9,PB-500012,50,PB-500049,10000,PE-2169,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,RETIRE,HSX.00035,2004,TB040.00012,TB0632,TBI_TT_LBS_LOAI.12,PB-501424,PB-501427,EVN.KO,PE-2164,TBI_TT_LBS_MTCD.00003,TBI_TT_FCO_UDM.9,PB-500012,75,PB-500049,1000,PE-2169,125,TBI_TT_KNCDNM.00008,PB-500064,TBI_TT_CC_DK.00002
0022D00_LBS,RETIRE,HSX.00375,2004,TB040.00141,TB0632,TBI_TT_LBS_LOAI.12,PB-501424,PB-501427,EVN.KO,PE-2164,TBI_TT_LBS_MTCD.00003,TBI_TT_FCO_UDM.9,PB-500012,75,PB-500049,1000,PE-2169,125,TBI_TT_KNCDNM.00011,PB-500064,TBI_TT_CC_DK.00002
0022D00_LBS,RETIRE,HSX.00290,2021,TB040.00001,TB0632,TBI_TT_LBS_LOAI.12,PB-501424,PB-501427,EVN.KO,PE-2164,TBI_TT_LBS_MTCD.00003,TBI_TT_FCO_UDM.9,PB-500012,75,PB-500049,1000,PE-2169,125,TBI_TT_KNCDNM.00011,PB-500064,TBI_TT_CC_DK.00002
0022D00_LBS,USING,PB-100088,2021,TB040.00001,TB0632,TBI_TT_LBS_LOAI.13,PB-501424,PB-501426,EVN.KO,PE-2163,PE-2165,TBI_TT_FCO_UDM.6,PB-500012,50,PB-500047,2000,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500064,TBI_TT_CC_DK.00002
0022D00_LBS,RETIRE,PB-100088,2021,TB040.00001,TB0632,TBI_TT_LBS_LOAI.13,PB-501424,PB-501426,EVN.KO,PE-2163,PE-2165,TBI_TT_FCO_UDM.6,PB-500012,50,PB-500047,2000,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500064,TBI_TT_CC_DK.00002
0022D00_LBS,USING,PB-100088,2021,TB040.00001,TB0632,TBI_TT_LBS_LOAI.13,PB-501424,PB-501426,EVN.KO,PE-2163,PE-2165,TBI_TT_FCO_UDM.6,PB-500012,50,PB-500047,2000,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500064,TBI_TT_CC_DK.00002
0022D00_LBS,USING,PB-100088,2021,TB040.00001,TB0632,TBI_TT_LBS_LOAI.13,PB-501424,PB-501426,EVN.KO,PE-2163,PE-2165,TBI_TT_FCO_UDM.6,PB-500012,50,PB-500047,2000,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500064,TBI_TT_CC_DK.00002
0022D00_LBS,USING,HSX.00035,2023,TB040.00012,TB0631,TBI_TT_LBS_LOAI.16,PB-501424,PB-501427,EVN.KO,PE-2164,PE-2165,TBI_TT_FCO_UDM.6,PB-500012,50,PB-500047,10000,PE-2169,125,TBI_TT_KNCDNM.00036,PB-500062,TBI_TT_CC_DK.00002
0022D00_LBS,USING,HSX.00161,2023,TB040.00001,TB0632,TBI_TT_LBS_LOAI.18,PB-501424,PB-501426,EVN.CO,PE-2163,PE-2165,TBI_TT_FCO_UDM.6,PB-500012,50,PB-500049,5,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,USING,HSX.00161,2023,TB040.00001,TB0632,TBI_TT_LBS_LOAI.2,PB-501424,PB-501427,EVN.CO,PE-2163,PE-2165,TBI_TT_FCO_UDM.8,PB-500012,50,PB-500047,0,PE-2168,125/145,TBI_TT_KNCDNM.00028,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,USING,HSX.00290,2022,TB040.00001,TB0632,TBI_TT_LBS_LOAI.20,PB-501424,PB-501427,EVN.KO,PE-2163,PE-2165,TBI_TT_FCO_UDM.9,PB-500012,50,PB-500047,10000,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,USING,HSX.00290,2022,TB040.00001,TB0632,TBI_TT_LBS_LOAI.20,PB-501424,PB-501427,EVN.KO,PE-2163,PE-2165,TBI_TT_FCO_UDM.9,PB-500012,50,PB-500047,10000,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,USING,HSX.00290,2022,TB040.00001,TB0632,TBI_TT_LBS_LOAI.20,PB-501424,PB-501427,EVN.KO,PE-2163,PE-2165,TBI_TT_FCO_UDM.9,PB-500012,50,PB-500047,10000,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,USING,HSX.00290,2022,TB040.00001,TB0632,TBI_TT_LBS_LOAI.20,PB-501424,PB-501427,EVN.KO,PE-2163,PE-2165,TBI_TT_FCO_UDM.9,PB-500012,50,PB-500047,10000,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,USING,HSX.00290,2022,TB040.00001,TB0632,TBI_TT_LBS_LOAI.20,PB-501424,PB-501427,EVN.KO,PE-2163,PE-2165,TBI_TT_FCO_UDM.9,PB-500012,50,PB-500047,10000,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,USING,HSX.00290,2022,TB040.00001,TB0632,TBI_TT_LBS_LOAI.20,PB-501424,PB-501427,EVN.KO,PE-2163,PE-2165,TBI_TT_FCO_UDM.9,PB-500012,50,PB-500047,10000,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,USING,HSX.00290,2022,TB040.00001,TB0632,TBI_TT_LBS_LOAI.20,PB-501424,PB-501427,EVN.KO,PE-2163,PE-2165,TBI_TT_FCO_UDM.9,PB-500012,50,PB-500047,10000,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,USING,HSX.00161,2023,TB040.00001,TB0632,TBI_TT_LBS_LOAI.18,PB-501424,PB-501426,EVN.CO,PE-2163,PE-2165,TBI_TT_FCO_UDM.6,PB-500012,50,PB-500049,5,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,USING,HSX.00161,2023,TB040.00001,TB0632,TBI_TT_LBS_LOAI.18,PB-501424,PB-501426,EVN.CO,PE-2163,PE-2165,TBI_TT_FCO_UDM.6,PB-500012,50,PB-500049,5,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,USING,HSX.00302,2023,TB040.00141,TB0632,TBI_TT_LBS_LOAI.18,PB-501424,PB-501426,EVN.CO,PE-2163,PE-2165,TBI_TT_FCO_UDM.6,PB-500012,50,PB-500049,5,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,USING,HSX.00180,2010,TB040.00012,TB0631,TBI_TT_LBS_LOAI.10,PB-501424,PB-501427,EVN.KO,PE-2164,TBI_TT_LBS_MTCD.00003,TBI_TT_FCO_UDM.6,PB-500012,50,PB-500047,80,PE-2169,125,TBI_TT_KNCDNM.00008,PB-500062,TBI_TT_CC_DK.00002
0022D00_LBS,USING,HSX.00161,2023,TB040.00001,TB0632,TBI_TT_LBS_LOAI.2,PB-501424,PB-501427,EVN.CO,PE-2163,PE-2165,TBI_TT_FCO_UDM.8,PB-500012,50,PB-500047,0,PE-2168,125/145,TBI_TT_KNCDNM.00028,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,USING,PB-100087,2022,TB040.00001,TB0632,PB-501690,PB-501424,PB-501426,EVN.KO,PE-2164,TBI_TT_LBS_MTCD.00003,TBI_TT_FCO_UDM.8,PB-500012,50,PB-500049,10000,PE-2169,150,TBI_TT_KNCDNM.00027,PB-500064,TBI_TT_CC_DK.00003
0022D00_LBS,USING,HSX.00161,2023,TB040.00001,TB0632,TBI_TT_LBS_LOAI.18,PB-501424,PB-501426,EVN.CO,PE-2163,PE-2165,TBI_TT_FCO_UDM.6,PB-500012,50,PB-500047,2,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,USING,HSX.00161,2023,TB040.00001,TB0632,TBI_TT_LBS_LOAI.18,PB-501424,PB-501426,EVN.CO,PE-2163,PE-2165,TBI_TT_FCO_UDM.6,PB-500012,50,PB-500047,2,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,USING,PB-100087,2022,TB040.00001,TB0632,PB-501690,PB-501424,PB-501426,EVN.CO,PE-2163,PE-2165,TBI_TT_FCO_UDM.8,PB-500012,50,PB-500047,40,PE-2168,125,TBI_TT_KNCDNM.00028,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,USING,HSX.00161,2023,TB040.00001,TB0632,TBI_TT_LBS_LOAI.2,PB-501424,PB-501427,EVN.CO,PE-2163,PE-2165,TBI_TT_FCO_UDM.8,PB-500012,50,PB-500047,0,PE-2168,125/145,TBI_TT_KNCDNM.00028,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,USING,HSX.00161,2023,TB040.00001,TB0632,TBI_TT_LBS_LOAI.2,PB-501424,PB-501427,EVN.CO,PE-2163,PE-2165,TBI_TT_FCO_UDM.8,PB-501237,50,PB-500047,50,PE-2168,125,TBI_TT_KNCDNM.00028,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,USING,HSX.00161,2023,TB040.00001,TB0632,TBI_TT_LBS_LOAI.2,PB-501424,PB-501427,EVN.CO,PE-2163,PE-2165,TBI_TT_FCO_UDM.6,PB-500012,50,PB-500049,125,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,USING,HSX.00161,2023,TB040.00001,TB0632,TBI_TT_LBS_LOAI.2,PB-501424,PB-501427,EVN.CO,PE-2163,PE-2165,TBI_TT_FCO_UDM.6,PB-500012,50,PB-500049,125,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,USING,HSX.00161,2023,TB040.00001,TB0632,TBI_TT_LBS_LOAI.2,PB-501424,PB-501427,EVN.CO,PE-2163,PE-2165,TBI_TT_FCO_UDM.6,PB-500012,50,PB-500049,125,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,USING,HSX.00161,2023,TB040.00001,TB0632,TBI_TT_LBS_LOAI.2,PB-501424,PB-501427,EVN.CO,PE-2163,PE-2165,TBI_TT_FCO_UDM.6,PB-500012,50,PB-500049,125,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,USING,HSX.00161,2023,TB040.00001,TB0632,TBI_TT_LBS_LOAI.2,PB-501424,PB-501427,EVN.CO,PE-2163,PE-2165,TBI_TT_FCO_UDM.6,PB-500012,50,PB-500049,125,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,USING,HSX.00161,2023,TB040.00001,TB0632,NULL,PB-501424,PB-501427,EVN.CO,PE-2163,PE-2165,TBI_TT_FCO_UDM.8,PB-500012,50,PB-500047,0,PE-2168,125/145,TBI_TT_KNCDNM.00028,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,USING,HSX.00161,2023,TB040.00001,TB0632,NULL,PB-501424,PB-501427,EVN.CO,PE-2163,PE-2165,TBI_TT_FCO_UDM.8,PB-500012,50,PB-500047,0,PE-2168,125/145,TBI_TT_KNCDNM.00028,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,USING,HSX.00290,2022,TB040.00001,TB0632,TBI_TT_LBS_LOAI.20,PB-501424,PB-501427,EVN.KO,PE-2163,PE-2165,TBI_TT_FCO_UDM.9,PB-500012,50,PB-500047,10000,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,RETIRE,HSX.00051,2010,TB040.00141,TB0631,TBI_TT_LBS_LOAI.16,PB-501425,PB-501427,EVN.KO,PE-2164,TBI_TT_LBS_MTCD.00003,TBI_TT_FCO_UDM.6,PB-500012,50,PB-500049,10000,PE-2169,125,TBI_TT_KNCDNM.00027,PB-500062,TBI_TT_CC_DK.00002
0022D00_LBS,RETIRE,PB-100087,2022,TB040.00001,TB0632,PB-501690,PB-501424,PB-501426,EVN.KO,PE-2164,TBI_TT_LBS_MTCD.00003,TBI_TT_FCO_UDM.8,PB-500012,50,PB-500049,10000,PE-2169,150,TBI_TT_KNCDNM.00027,PB-500064,TBI_TT_CC_DK.00003
0022D00_LBS,HH,HSX.00290,2019,TB040.00001,TB0632,TBI_TT_LBS_LOAI.20,PB-501424,PB-501427,EVN.KO,PE-2163,PE-2165,TBI_TT_FCO_UDM.8,PB-500012,60,PB-500049,0,PE-2169,125kA,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,USING,HSX.00302,2013,TB040.00141,TB0632,TBI_TT_LBS_LOAI.19,PB-501424,PB-501427,EVN.CO,PE-2163,PE-2165,TBI_TT_FCO_UDM.9,PB-500012,50,PB-500049,1000,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00002
0022D00_LBS,USING,HSX.00290,2022,TB040.00001,TB0632,TBI_TT_LBS_LOAI.20,PB-501424,PB-501427,EVN.KO,PE-2163,PE-2165,TBI_TT_FCO_UDM.9,PB-500012,50,PB-500047,10000,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,RETIRE,HSX.00290,2017,TB040.00001,TB0632,TBI_TT_LBS_LOAI.20,PB-501424,PB-501427,EVN.KO,PE-2163,PE-2165,TBI_TT_FCO_UDM.6,PB-500012,50,PB-500049,2000,PE-2169,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,USING,HSX.00375,2010,TB040.00141,TB0632,TBI_TT_LBS_LOAI.18,PB-501424,PB-501427,EVN.KO,PE-2163,PE-2165,TBI_TT_FCO_UDM.6,PB-500012,50,PB-500049,10,PE-2169,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00002
0022D00_LBS,RETIRE,HSX.00302,2015,TB040.00141,TB0632,TBI_TT_LBS_LOAI.18,PB-501424,PB-501427,EVN.KO,PE-2164,TBI_TT_LBS_MTCD.00003,TBI_TT_FCO_UDM.6,PB-500012,50,PB-500049,99990,PE-2169,125,TBI_TT_KNCDNM.00008,PB-500062,TBI_TT_CC_DK.00002
0022D00_LBS,USING,HSX.00290,2019,TB040.00001,TB0632,TBI_TT_LBS_LOAI.20,PB-501424,PB-501427,EVN.KO,PE-2163,PE-2165,TBI_TT_FCO_UDM.8,PB-500012,50,PB-500047,5000,PE-2168,125,TBI_TT_KNCDNM.00027,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,USING,HSX.00290,2018,TB040.00001,TB0632,TBI_TT_LBS_LOAI.17,PB-501424,PB-501427,EVN.CO,PE-2163,PE-2165,TBI_TT_FCO_UDM.8,PB-500012,50,PB-500047,10000,PE-2169,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,USING,PB-100087,2022,TB040.00001,TB0632,PB-501690,PB-501424,PB-501427,EVN.KO,PE-2163,PE-2165,TBI_TT_FCO_UDM.8,PB-500012,50,PB-500047,20,PE-2168,125,TBI_TT_KNCDNM.00008,PB-500062,TBI_TT_CC_DK.00005
0022D00_LBS,USING,HSX.00302,2011,TB040.00141,TB0632,TBI_TT_LBS_LOAI.18,PB-501424,PB-501427,EVN.KO,PE-2163,PE-2165,TBI_TT_FCO_UDM.6,PB-500012,50,PB-500049,10,PE-2169,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00002
0022D00_LBS,USING,HSX.00161,2023,TB040.00001,TB0632,NULL,PB-501424,PB-501427,EVN.CO,PE-2163,PE-2165,TBI_TT_FCO_UDM.8,PB-500012,50,PB-500047,0,PE-2168,125/145,TBI_TT_KNCDNM.00028,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,USING,HSX.00161,2023,TB040.00023,TB0632,TBI_TT_LBS_LOAI.2,PB-501424,PB-501427,EVN.KO,PE-2163,PE-2165,TBI_TT_FCO_UDM.8,PB-500012,60,PB-500049,0,PE-2169,125kA,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,USING,HSX.00375,2001,TB040.00141,TB0632,TBI_TT_LBS_LOAI.5,PB-501424,PB-501427,EVN.KO,PE-2207,PE-2206,TBI_TT_FCO_UDM.9,PB-500010,50,PB-500047,5000,PE-2169,125,TBI_TT_KNCDNM.00008,PB-500062,TBI_TT_CC_DK.00002
0022D00_LBS,USING,PB-100088,2022,TB040.00001,TB0632,PB-501690,PB-501424,PB-501426,EVN.CO,PE-2163,PE-2206,TBI_TT_FCO_UDM.8,PB-500012,50,PB-500047,10000,PE-2168,125,TBI_TT_KNCDNM.00027,PB-500064,TBI_TT_CC_DK.00005
0022D00_LBS,USING,HSX.00161,2019,TB040.00001,TB0632,TBI_TT_LBS_LOAI.17,PB-501424,PB-501427,EVN.KO,PE-2163,PE-2165,TBI_TT_FCO_UDM.6,PB-500012,50,PB-500049,10000,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,USING,PB-100014,2023,TB040.00001,TB0632,TBI_TT_LBS_LOAI.16,PB-501424,PB-501427,EVN.KO,PE-2163,PE-2165,TBI_TT_FCO_UDM.6,PB-500012,50,PB-500049,200,PE-2169,125,TBI_TT_KNCDNM.00046,PB-500062,TBI_TT_CC_DK.00002
0022D00_LBS,USING,HSX.00290,2023,TB040.00001,TB0632,NULL,PB-501424,PB-501427,EVN.CO,PE-2163,PE-2165,TBI_TT_FCO_UDM.5,PB-500012,50,PB-500049,2000,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,USING,HSX.00290,2023,TB040.00001,TB0632,NULL,PB-501424,PB-501427,EVN.CO,PE-2163,PE-2165,TBI_TT_FCO_UDM.5,PB-500012,50,PB-500049,2000,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,USING,HSX.00290,2023,TB040.00001,TB0632,NULL,PB-501424,PB-501427,EVN.CO,PE-2163,PE-2165,TBI_TT_FCO_UDM.5,PB-500012,50,PB-500049,2000,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,USING,HSX.00290,2023,TB040.00001,TB0632,NULL,PB-501424,PB-501427,EVN.CO,PE-2163,PE-2165,TBI_TT_FCO_UDM.5,PB-500012,50,PB-500049,2000,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,USING,HSX.00290,2023,TB040.00001,TB0632,NULL,PB-501424,PB-501427,EVN.CO,PE-2163,PE-2165,TBI_TT_FCO_UDM.5,PB-500012,50,PB-500049,2000,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,USING,HSX.00290,2023,TB040.00001,TB0632,NULL,PB-501424,PB-501427,EVN.CO,PE-2163,PE-2165,TBI_TT_FCO_UDM.5,PB-500012,50,PB-500049,2000,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,USING,HSX.00290,2023,TB040.00001,TB0632,NULL,PB-501424,PB-501427,EVN.CO,PE-2163,PE-2165,TBI_TT_FCO_UDM.5,PB-500012,50,PB-500049,2000,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,USING,HSX.00290,2023,TB040.00001,TB0632,NULL,PB-501424,PB-501427,EVN.CO,PE-2163,PE-2165,TBI_TT_FCO_UDM.5,PB-500012,50,PB-500049,2000,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,USING,HSX.00035,2005,TB040.00012,TB0632,TBI_TT_LBS_LOAI.13,PB-501424,PB-501427,EVN.KO,PE-2163,PE-2165,TBI_TT_FCO_UDM.6,PB-500012,50,PB-500049,2000,PE-2169,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00002
0022D00_LBS,USING,HSX.00180,1999,TB040.00134,TB0632,NULL,PB-501424,PB-501427,EVN.KO,PE-2164,PE-2165,TBI_TT_FCO_UDM.7,PB-500012,50,PB-500049,3,PE-2169,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00002
0022D00_LBS,USING,HSX.00290,2022,TB040.00001,TB0632,TBI_TT_LBS_LOAI.20,PB-501424,PB-501427,EVN.KO,PE-2163,PE-2165,TBI_TT_FCO_UDM.9,PB-500012,50,PB-500047,10000,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,USING,HSX.00290,2022,TB040.00001,TB0632,TBI_TT_LBS_LOAI.20,PB-501424,PB-501427,EVN.KO,PE-2163,PE-2165,TBI_TT_FCO_UDM.9,PB-500012,50,PB-500047,10000,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00003
0022D00_LBS,NOTUSE,HSX.00161,2023,TB040.00001,TB0632,NULL,PB-501424,PB-501427,EVN.CO,PE-2163,TBI_TT_LBS_MTCD.00003,TBI_TT_FCO_UDM.6,PB-500012,50,PB-500050,10000,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00002
0022D00_LBS,NOTUSE,HSX.00161,2023,TB040.00001,TB0632,NULL,PB-501424,PB-501427,EVN.CO,PE-2163,TBI_TT_LBS_MTCD.00003,TBI_TT_FCO_UDM.6,PB-500012,50,PB-500050,10000,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00002
0022D00_LBS,NOTUSE,HSX.00161,2023,TB040.00001,TB0632,NULL,PB-501424,PB-501427,EVN.CO,PE-2163,TBI_TT_LBS_MTCD.00003,TBI_TT_FCO_UDM.6,PB-500012,50,PB-500050,10000,PE-2168,125,TBI_TT_KNCDNM.00019,PB-500062,TBI_TT_CC_DK.00002
0022D00_LBS,NOTUSE,HSX.00161,2023,TB040.00001,TB0632,NULL,PB-501424,PB-501427,EVN.CO,PE-2163,TBI_TT_LBS_MTCD.00003,TBI_TT_FCO_UDM.6,PB-500012,50,PB-500050,10000,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00002
0022D00_LBS,NOTUSE,HSX.00161,2023,TB040.00001,TB0632,NULL,PB-501424,PB-501427,EVN.CO,PE-2163,TBI_TT_LBS_MTCD.00003,TBI_TT_FCO_UDM.6,PB-500012,50,PB-500050,10000,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00002
0022D00_LBS,NOTUSE,HSX.00161,2023,TB040.00001,TB0632,NULL,PB-501424,PB-501427,EVN.CO,PE-2163,TBI_TT_LBS_MTCD.00003,TBI_TT_FCO_UDM.6,PB-500012,50,PB-500050,10000,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00002
0022D00_LBS,NOTUSE,HSX.00161,2023,TB040.00001,TB0632,NULL,PB-501424,PB-501427,EVN.CO,PE-2163,TBI_TT_LBS_MTCD.00003,TBI_TT_FCO_UDM.6,PB-500012,50,PB-500050,10000,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00002
0022D00_LBS,NOTUSE,HSX.00161,2023,TB040.00001,TB0632,NULL,PB-501424,PB-501427,EVN.CO,PE-2163,TBI_TT_LBS_MTCD.00003,TBI_TT_FCO_UDM.6,PB-500012,50,PB-500050,10000,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00002
0022D00_LBS,NOTUSE,HSX.00161,2023,TB040.00001,TB0632,NULL,PB-501424,PB-501427,EVN.CO,PE-2163,TBI_TT_LBS_MTCD.00003,TBI_TT_FCO_UDM.6,PB-500012,50,PB-500050,10000,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00002
0022D00_LBS,NOTUSE,HSX.00161,2023,TB040.00001,TB0632,NULL,PB-501424,PB-501427,EVN.CO,PE-2163,TBI_TT_LBS_MTCD.00003,TBI_TT_FCO_UDM.6,PB-500012,50,PB-500050,10000,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00002
0022D00_LBS,NOTUSE,HSX.00161,2023,TB040.00001,TB0632,NULL,PB-501424,PB-501427,EVN.CO,PE-2163,TBI_TT_LBS_MTCD.00003,TBI_TT_FCO_UDM.6,PB-500012,50,PB-500050,10000,PE-2168,125,TBI_TT_KNCDNM.00011,PB-500062,TBI_TT_CC_DK.00002
