CATEGORYID,USESTATUS_LAST_ID,P_MANUFACTURERID,DATEMANUFACTURE,NATIONALFACT,OWNER,KIEU_TU,CAP_CX,UDM,P_DM,PHA,TYSO_BIEN,LOAI,C_DM,CDDRNN,KIEU_LD
0110D00_TU,USING,HSX.00555,2016,TB040.00068,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_084,PB-100130,EVN.PHA_B,TBI_CT_TU_TSB.00004,TBI_CT_TU_LOAI.13,8800,TBI_CT_TU_CDDRNN_02,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00555,2016,TB040.00068,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_091,PB-100130,EVN.PHA_B,TBI_CT_TU_TSB.00004,TBI_CT_TU_LOAI.13,8800,TBI_CT_TU_CDDRNN_02,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00555,2017,TB040.00068,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_091,PB-100130,EVN.PHA_A,TBI_CT_TU_TSB.00004,TBI_CT_TU_LOAI.13,8800,TBI_CT_TU_CDDRNN_02,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00555,2015,TB040.00068,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_091,PB-100130,EVN.PHA_B,TBI_CT_TU_TSB.00004,TBI_CT_TU_LOAI.13,8800,TBI_CT_TU_CDDRNN_02,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00555,2017,TB040.00068,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_091,PB-100130,EVN.PHA_C,TBI_CT_TU_TSB.00004,TBI_CT_TU_LOAI.13,8800,TBI_CT_TU_CDDRNN_02,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00311,2017,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_284,PB-100130,EVN.PHA_B,TBI_CT_TU_TSB.00006,TBI_CT_TU_LOAI.34,7600,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00311,2017,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_284,PB-100130,EVN.PHA_B,TBI_CT_TU_TSB.00006,TBI_CT_TU_LOAI.34,7600,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00311,2017,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_284,PB-100130,EVN.PHA_B,TBI_CT_TU_TSB.00006,TBI_CT_TU_LOAI.34,7600,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00505,2017,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_084,PB-100130,EVN.PHA_B,TBI_CT_TU_TSB.00004,TBI_CT_TU_LOAI.9,8800,TBI_CT_TU_CDDRNN_02,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00505,2017,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_084,PB-100130,EVN.PHA_B,TBI_CT_TU_TSB.00004,TBI_CT_TU_LOAI.9,8800,TBI_CT_TU_CDDRNN_02,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00183,2017,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_084,PB-100130,EVN.PHA_A,TBI_CT_TU_TSB.00004,TBI_CT_TU_LOAI.9,8800,TBI_CT_TU_CDDRNN_02,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00183,2016,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_084,PB-100130,EVN.PHA_B,TBI_CT_TU_TSB.00004,TBI_CT_TU_LOAI.9,8800,TBI_CT_TU_CDDRNN_02,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00505,2017,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_084,PB-100130,EVN.PHA_C,TBI_CT_TU_TSB.00004,TBI_CT_TU_LOAI.9,8800,TBI_CT_TU_CDDRNN_02,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00505,2016,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_085,PB-100130,EVN.PHA_B,TBI_CT_TU_TSB.00006,TBI_CT_TU_LOAI.10,NULL,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00505,2016,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_085,PB-100130,EVN.PHA_B,TBI_CT_TU_TSB.00006,TBI_CT_TU_LOAI.10,NULL,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00505,2016,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_085,PB-100130,EVN.PHA_A,TBI_CT_TU_TSB.00006,TBI_CT_TU_LOAI.10,NULL,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,RETIRE,HSX.00505,2017,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_085,PB-100130,EVN.PHA_B,TBI_CT_TU_TSB.00006,TBI_CT_TU_LOAI.10,NULL,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00491,2011,TB040.00051,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_189,PB-100129,EVN.PHA_B,TBI_CT_TU_TSB.00005,TBI_CT_TU_LOAI.27,0,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00051,2011,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_085,PB-100129,EVN.PHA_A,TBI_CT_TU_TSB.00006,TBI_CT_TU_LOAI.10,0,TBI_CT_TU_CDDRNN_02,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00051,2011,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_085,PB-100129,EVN.PHA_B,TBI_CT_TU_TSB.00006,TBI_CT_TU_LOAI.10,0,TBI_CT_TU_CDDRNN_02,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00051,2011,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_085,PB-100129,EVN.PHA_C,TBI_CT_TU_TSB.00006,TBI_CT_TU_LOAI.10,0,TBI_CT_TU_CDDRNN_02,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00505,2016,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_085,PB-100130,EVN.PHA_B,TBI_CT_TU_TSB.00006,TBI_CT_TU_LOAI.10,NULL,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00505,2016,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_085,PB-100130,EVN.PHA_C,TBI_CT_TU_TSB.00006,TBI_CT_TU_LOAI.10,NULL,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00046,2016,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_086,PB-100129,EVN.PHA_A,TBI_CT_TU_TSB.00007,TBI_CT_TU_LOAI.11,NULL,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00046,2016,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_086,PB-100129,EVN.PHA_B,TBI_CT_TU_TSB.00007,TBI_CT_TU_LOAI.11,NULL,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00046,2016,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_086,PB-100129,EVN.PHA_C,TBI_CT_TU_TSB.00007,TBI_CT_TU_LOAI.11,NULL,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00555,2013,TB040.00068,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_091,PB-100129,EVN.PHA_A,TBI_CT_TU_TSB.00006,TBI_CT_TU_LOAI.13,8800,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00555,2013,TB040.00068,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_091,PB-100129,EVN.PHA_B,TBI_CT_TU_TSB.00006,TBI_CT_TU_LOAI.13,8800,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00555,2013,TB040.00068,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_091,PB-100129,EVN.PHA_C,TBI_CT_TU_TSB.00006,TBI_CT_TU_LOAI.13,8800,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00555,2012,TB040.00068,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_091,PB-100129,EVN.PHA_A,TBI_CT_TU_TSB.00007,TBI_CT_TU_LOAI.13,12,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00555,2012,TB040.00068,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_091,PB-100129,EVN.PHA_B,TBI_CT_TU_TSB.00007,TBI_CT_TU_LOAI.13,12,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00555,2012,TB040.00068,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_091,PB-100129,EVN.PHA_C,TBI_CT_TU_TSB.00007,TBI_CT_TU_LOAI.13,12,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00311,2017,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_284,PB-100130,EVN.PHA_A,TBI_CT_TU_TSB.00004,TBI_CT_TU_LOAI.34,6000,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00311,2017,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_284,PB-100130,EVN.PHA_B,TBI_CT_TU_TSB.00004,TBI_CT_TU_LOAI.34,6000,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00311,2017,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_284,PB-100130,EVN.PHA_C,TBI_CT_TU_TSB.00004,TBI_CT_TU_LOAI.34,6000,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00569,2016,TB040.00012,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_341,PB-100129,EVN.PHA_B,TBI_CT_TU_TSB.00006,TBI_CT_TU_LOAI.10,NULL,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,RETIRE,HSX.00311,2017,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_085,PB-100130,EVN.PHA_B,TBI_CT_TU_TSB.00006,TBI_CT_TU_LOAI.34,NULL,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,RETIRE,HSX.00311,2017,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_085,PB-100130,EVN.PHA_B,TBI_CT_TU_TSB.00006,TBI_CT_TU_LOAI.34,NULL,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,RETIRE,HSX.00311,2017,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_085,PB-100130,EVN.PHA_B,TBI_CT_TU_TSB.00006,TBI_CT_TU_LOAI.34,NULL,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,RETIRE,HSX.00311,2017,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_286,PB-100130,EVN.PHA_A,TBI_CT_TU_TSB.00006,TBI_CT_TU_LOAI.35,NULL,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,RETIRE,HSX.00311,2017,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_286,PB-100130,EVN.PHA_B,TBI_CT_TU_TSB.00006,TBI_CT_TU_LOAI.35,NULL,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,RETIRE,HSX.00311,2017,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_286,PB-100130,EVN.PHA_C,TBI_CT_TU_TSB.00006,TBI_CT_TU_LOAI.35,NULL,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00491,2017,TB040.00051,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_189,PB-100130,EVN.PHA_B,TBI_CT_TU_TSB.00005,TBI_CT_TU_LOAI.27,0,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00491,2017,TB040.00051,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_189,PB-100130,EVN.PHA_C,TBI_CT_TU_TSB.00005,TBI_CT_TU_LOAI.27,0,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,RETIRE,HSX.00505,2017,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_085,PB-100130,EVN.PHA_A,TBI_CT_TU_TSB.00006,TBI_CT_TU_LOAI.10,96,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,RETIRE,HSX.00505,2017,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_085,PB-100130,EVN.PHA_B,TBI_CT_TU_TSB.00006,TBI_CT_TU_LOAI.10,96,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00473,2005,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00001,PB-100128,LOAI_TI_119,PB-100129,EVN.PHA_B,TBI_CT_TU_TSB.00007,TBI_CT_TU_LOAI.16,0,TBI_CT_TU_CDDRNN_02,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00491,2017,TB040.00051,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_189,PB-100129,EVN.PHA_B,TBI_CT_TU_TSB.00005,TBI_CT_TU_LOAI.27,NULL,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00311,2017,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_284,PB-100129,EVN.PHA_A,TBI_CT_TU_TSB.00005,TBI_CT_TU_LOAI.34,NULL,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00311,2017,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_284,PB-100129,EVN.PHA_B,TBI_CT_TU_TSB.00006,TBI_CT_TU_LOAI.34,NULL,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00311,2017,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_284,PB-100129,EVN.PHA_C,TBI_CT_TU_TSB.00006,TBI_CT_TU_LOAI.34,NULL,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00311,2017,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_284,PB-100130,EVN.PHA_A,TBI_CT_TU_TSB.00006,TBI_CT_TU_LOAI.34,NULL,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00311,2017,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_284,PB-100130,EVN.PHA_B,TBI_CT_TU_TSB.00006,TBI_CT_TU_LOAI.34,NULL,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00311,2017,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_284,PB-100130,EVN.PHA_C,TBI_CT_TU_TSB.00006,TBI_CT_TU_LOAI.34,NULL,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,RETIRE,HSX.00491,2007,TB040.00051,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_189,PB-100129,EVN.PHA_B,TBI_CT_TU_TSB.00007,TBI_CT_TU_LOAI.27,NULL,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00311,2016,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_286,PB-100130,EVN.PHA_B,TBI_CT_TU_TSB.00004,TBI_CT_TU_LOAI.35,NULL,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00311,2016,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_286,PB-100130,EVN.PHA_B,TBI_CT_TU_TSB.00004,TBI_CT_TU_LOAI.35,NULL,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00311,2016,TB040.00006,TB0632,TBI_CT_TU_KIEU_TU.00001,PB-100128,LOAI_TI_189,PB-100130,EVN.PHA_A,TBI_CT_TU_TSB.00006,TBI_CT_TU_LOAI.34,8800,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00311,2016,TB040.00006,TB0632,TBI_CT_TU_KIEU_TU.00001,PB-100128,LOAI_TI_189,PB-100130,EVN.PHA_B,TBI_CT_TU_TSB.00006,TBI_CT_TU_LOAI.34,8800,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00311,2016,TB040.00006,TB0632,TBI_CT_TU_KIEU_TU.00001,PB-100128,LOAI_TI_189,PB-100130,EVN.PHA_C,TBI_CT_TU_TSB.00006,TBI_CT_TU_LOAI.34,8800,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,RETIRE,HSX.00035,2005,TB040.00051,TB0632,TBI_CT_TU_KIEU_TU.00001,PB-100128,LOAI_TI_189,PB-100129,EVN.PHA_A,TBI_CT_TU_TSB.00006,TBI_CT_TU_LOAI.48,7600,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,RETIRE,HSX.00035,2005,TB040.00051,TB0632,TBI_CT_TU_KIEU_TU.00001,PB-100128,LOAI_TI_189,PB-100129,EVN.PHA_B,TBI_CT_TU_TSB.00006,TBI_CT_TU_LOAI.48,7600,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,RETIRE,HSX.00035,2005,TB040.00051,TB0632,TBI_CT_TU_KIEU_TU.00001,PB-100128,LOAI_TI_189,PB-100129,EVN.PHA_C,TBI_CT_TU_TSB.00006,TBI_CT_TU_LOAI.48,7600,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00491,2007,TB040.00051,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_189,PB-100129,EVN.PHA_B,TBI_CT_TU_TSB.00005,TBI_CT_TU_LOAI.27,6500,TBI_CT_TU_CDDRNN_02,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00491,2007,TB040.00051,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_189,PB-100129,EVN.PHA_C,TBI_CT_TU_TSB.00005,TBI_CT_TU_LOAI.27,6500,TBI_CT_TU_CDDRNN_02,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00035,2015,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_341,PB-100130,EVN.PHA_B,TBI_CT_TU_TSB.00006,TBI_CT_TU_LOAI.48,NULL,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00311,2017,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_286,PB-100130,EVN.PHA_C,TBI_CT_TU_TSB.00006,TBI_CT_TU_LOAI.35,7600,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00311,2017,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_286,PB-100130,EVN.PHA_A,TBI_CT_TU_TSB.00006,TBI_CT_TU_LOAI.35,7600,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00311,2017,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_286,PB-100130,EVN.PHA_B,TBI_CT_TU_TSB.00006,TBI_CT_TU_LOAI.35,7600,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00311,2016,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_286,PB-100130,EVN.PHA_A,TBI_CT_TU_TSB.00004,TBI_CT_TU_LOAI.35,NULL,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00311,2016,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_286,PB-100130,EVN.PHA_B,TBI_CT_TU_TSB.00004,TBI_CT_TU_LOAI.35,NULL,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00311,2016,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_286,PB-100130,EVN.PHA_C,TBI_CT_TU_TSB.00004,TBI_CT_TU_LOAI.35,NULL,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00473,2002,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_107,PB-100129,EVN.PHA_B,TBI_CT_TU_TSB.00007,TBI_CT_TU_LOAI.16,0,TBI_CT_TU_CDDRNN_02,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00473,2002,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_107,PB-100130,EVN.PHA_A,TBI_CT_TU_TSB.00007,TBI_CT_TU_LOAI.16,0,TBI_CT_TU_CDDRNN_02,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00491,2007,TB040.00051,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_189,PB-100130,EVN.PHA_B,TBI_CT_TU_TSB.00004,TBI_CT_TU_LOAI.27,NULL,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00046,2000,TB040.00016,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_085,PB-100130,EVN.PHA_A,TBI_CT_TU_TSB.00007,TBI_CT_TU_LOAI.10,0,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00046,2000,TB040.00016,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_085,PB-100130,EVN.PHA_B,TBI_CT_TU_TSB.00007,TBI_CT_TU_LOAI.10,0,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00491,2007,TB040.00051,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_189,PB-100130,EVN.PHA_B,TBI_CT_TU_TSB.00004,TBI_CT_TU_LOAI.27,NULL,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00555,2013,TB040.00068,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_189,PB-100130,EVN.PHA_B,TBI_CT_TU_TSB.00004,TBI_CT_TU_LOAI.10,NULL,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00311,2016,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_090,PB-100130,EVN.PHA_B,TBI_CT_TU_TSB.00006,TBI_CT_TU_LOAI.34,4400,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00473,2006,TB040.00002,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_107,PB-100129,EVN.PHA_B,TBI_CT_TU_TSB.00006,TBI_CT_TU_LOAI.16,0,TBI_CT_TU_CDDRNN_02,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00628,2020,TB040.00021,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_286,PB-100129,EVN.PHA_A,PB-500878,TBI_CT_TU_LOAI.35,7000,TBI_CT_TU_CDDRNN_02,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00628,2020,TB040.00021,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_286,PB-100129,EVN.PHA_B,PB-500878,TBI_CT_TU_LOAI.35,7000,TBI_CT_TU_CDDRNN_02,TBI_CT_TU_KIEU_LD_01
0110D00_TU,USING,HSX.00505,2018,TB040.00006,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_084,PB-500171,EVN.PHA_B,TBI_CT_TU_TSB.00006,TBI_CT_TU_LOAI.9,8800,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
0110D00_TU,TVH,HSX.00628,2015,TB040.00021,TB0632,TBI_CT_TU_KIEU_TU.00002,PB-100128,LOAI_TI_286,PB-100130,EVN.PHA_C,TBI_CT_TU_TSB.00007,TBI_CT_TU_LOAI.35,NULL,TBI_CT_TU_CDDRNN_01,TBI_CT_TU_KIEU_LD_01
