CATEGORYID,USESTATUS_LAST_ID,P_MANUFACTURERID,DATEMANUFACTURE,NATIONALFACT,OWNER,SLTD,PHA,IDM,UDM,KN_XS,KNCDNMDM,DBDATSCN,NCM,MaHieu,KIEU_DCL,R_TXMC,CDDRNN,KIEU_CD,KIEU_DAPHQ
0110D00_DCL,USING,HSX.00035,2007,TB040.00002,TB0632,TBI_CT_DCL_KIEU_DCL.50002,EVN.PHA_3P,PB-100024,PB-100044,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00048,PB-500842,NULL,NULL,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00546,1997,TB040.00017,TB0632,TBI_CT_DCL_KIEU_DCL.50001,EVN.PHA_3P,PB-100024,PB-100044,PB-100062,PB-100049,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00047,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00546,1997,TB040.00017,TB0632,TBI_CT_DCL_KIEU_DCL.50002,EVN.PHA_3P,PB-100024,PB-100044,PB-100062,PB-100049,PB-100056,DCL_TT_NTDCTDVDKDC_04,TBI_CT_LOAI_DCL.00047,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00546,1997,TB040.00017,TB0632,TBI_CT_DCL_KIEU_DCL.50002,EVN.PHA_3P,PB-100024,PB-100044,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_04,TBI_CT_LOAI_DCL.00005,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00546,1997,TB040.00017,TB0632,TBI_CT_DCL_KIEU_DCL.50001,EVN.PHA_3P,PB-100024,PB-100044,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00005,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00035,2007,TB040.00002,TB0632,TBI_CT_DCL_KIEU_DCL.50002,EVN.PHA_3P,PB-100024,PB-100044,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00048,PB-500842,NULL,NULL,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00546,2003,TB040.00017,TB0632,TBI_CT_DCL_KIEU_DCL.50003,EVN.PHA_3P,PB-100024,PB-100044,PB-100062,PB-100049,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00005,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00035,2007,TB040.00002,TB0632,TBI_CT_DCL_KIEU_DCL.50001,EVN.PHA_3P,PB-100024,PB-100044,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00048,PB-500842,NULL,NULL,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00546,2003,TB040.00017,TB0632,TBI_CT_DCL_KIEU_DCL.50003,EVN.PHA_3P,PB-100024,PB-100044,PB-100062,PB-100049,PB-100056,DCL_TT_NTDCTDVDKDC_04,TBI_CT_LOAI_DCL.00005,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00483,2003,TB040.00003,TB0632,TBI_CT_DCL_KIEU_DCL.50002,EVN.PHA_3P,PB-100024,PB-100044,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00033,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00483,2003,TB040.00003,TB0632,TBI_CT_DCL_KIEU_DCL.50003,EVN.PHA_3P,PB-100024,PB-100044,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_03,TBI_CT_LOAI_DCL.00051,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00035,2024,TB040.00021,TB0632,TBI_CT_DCL_KIEU_DCL.50003,EVN.PHA_3P,PB-100027,PB-100044,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,PB-500105,PB-500844,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00571,2002,TB040.00002,TB0632,TBI_CT_DCL_KIEU_DCL.50003,EVN.PHA_3P,PB-100024,PB-100045,PB-100062,PB-100049,PB-100056,DCL_TT_NTDCTDVDKDC_04,TBI_CT_LOAI_DCL.00028,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00571,2002,TB040.00002,TB0632,TBI_CT_DCL_KIEU_DCL.50003,EVN.PHA_3P,PB-100024,PB-100045,PB-100062,PB-100049,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00028,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,RETIRE,HSX.00571,2003,TB040.00002,TB0632,TBI_CT_DCL_KIEU_DCL.50001,EVN.PHA_3P,PB-100025,PB-100045,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00028,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00311,2007,TB040.00002,TB0632,TBI_CT_DCL_KIEU_DCL.50002,EVN.PHA_3P,PB-100024,PB-100044,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00022,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00311,2007,TB040.00002,TB0632,TBI_CT_DCL_KIEU_DCL.50002,EVN.PHA_3P,PB-100024,PB-100044,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00022,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00051,2005,TB040.00006,TB0632,TBI_CT_DCL_KIEU_DCL.50003,EVN.PHA_3P,PB-100024,PB-100045,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00011,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00051,2005,TB040.00006,TB0632,TBI_CT_DCL_KIEU_DCL.50002,EVN.PHA_3P,PB-100024,PB-100045,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00011,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00046,2003,TB040.00006,TB0632,TBI_CT_DCL_KIEU_DCL.50002,EVN.PHA_3P,PB-100024,PB-100044,PB-100062,PB-100048,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00011,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00035,2005,TB040.00002,TB0632,TBI_CT_DCL_KIEU_DCL.50003,EVN.PHA_3P,PB-100024,PB-100044,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00048,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00035,2005,TB040.00002,TB0632,TBI_CT_DCL_KIEU_DCL.50002,EVN.PHA_3P,PB-100024,PB-100044,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00048,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00571,2009,TB040.00002,TB0632,TBI_CT_DCL_KIEU_DCL.50003,EVN.PHA_3P,PB-100024,PB-100045,PB-100062,PB-100048,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00028,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00046,2003,TB040.00006,TB0632,TBI_CT_DCL_KIEU_DCL.50003,EVN.PHA_3P,PB-100024,PB-100044,PB-100062,PB-100048,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00011,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00571,2009,TB040.00002,TB0632,TBI_CT_DCL_KIEU_DCL.50003,EVN.PHA_3P,PB-100024,PB-100044,PB-100062,PB-100048,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00028,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00483,2000,TB040.00006,TB0632,TBI_CT_DCL_KIEU_DCL.50003,EVN.PHA_3P,PB-100024,PB-100044,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00038,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00046,2003,TB040.00006,TB0632,TBI_CT_DCL_KIEU_DCL.50003,EVN.PHA_3P,PB-100024,PB-100044,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00011,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,NOTUSE,HSX.00035,2005,TB040.00002,TB0632,TBI_CT_DCL_KIEU_DCL.50002,EVN.PHA_3P,PB-100024,PB-100044,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00048,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00546,2004,TB040.00017,TB0632,TBI_CT_DCL_KIEU_DCL.50003,EVN.PHA_3P,PB-100024,PB-100044,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00047,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00046,2002,TB040.00006,TB0632,TBI_CT_DCL_KIEU_DCL.50002,EVN.PHA_3P,PB-100024,PB-100044,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00011,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00046,2009,TB040.00006,TB0632,TBI_CT_DCL_KIEU_DCL.50002,EVN.PHA_3P,PB-100024,PB-100044,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00011,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,NOTUSE,HSX.00035,2005,TB040.00002,TB0632,TBI_CT_DCL_KIEU_DCL.50002,EVN.PHA_3P,PB-100024,PB-100044,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00048,PB-500842,NULL,NULL,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,RETIRE,HSX.00035,2016,TB040.00002,TB0632,TBI_CT_DCL_KIEU_DCL.50003,EVN.PHA_3P,PB-100024,PB-100044,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00048,PB-500842,NULL,NULL,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00546,2004,TB040.00017,TB0632,TBI_CT_DCL_KIEU_DCL.50002,EVN.PHA_3P,PB-100024,PB-100044,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00047,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00571,2010,TB040.00002,TB0632,TBI_CT_DCL_KIEU_DCL.50003,EVN.PHA_3P,PB-100024,PB-100045,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00028,PB-500842,NULL,NULL,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00483,2002,TB040.00003,TB0632,TBI_CT_DCL_KIEU_DCL.50002,EVN.PHA_3P,PB-100024,PB-100044,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00051,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00571,2009,TB040.00002,TB0632,TBI_CT_DCL_KIEU_DCL.50003,EVN.PHA_3P,PB-100024,PB-100045,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00028,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,TVH,HSX.00603,1996,TB040.00016,TB0632,TBI_CT_DCL_KIEU_DCL.50002,EVN.PHA_3P,PB-100024,PB-100044,PB-100062,PB-100052,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00004,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,TVH,HSX.00603,1996,TB040.00016,TB0632,TBI_CT_DCL_KIEU_DCL.50002,EVN.PHA_3P,PB-100024,PB-100044,PB-100062,PB-100052,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00004,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,TVH,HSX.00603,1996,TB040.00016,TB0632,TBI_CT_DCL_KIEU_DCL.50002,EVN.PHA_3P,PB-100024,PB-100044,PB-100062,PB-100052,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00004,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00571,2011,TB040.00002,TB0632,TBI_CT_DCL_KIEU_DCL.50002,EVN.PHA_3P,PB-100024,PB-100045,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00028,PB-500842,NULL,NULL,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,TVH,HSX.00603,1996,TB040.00016,TB0632,TBI_CT_DCL_KIEU_DCL.50003,EVN.PHA_3P,PB-100024,PB-100044,PB-100062,PB-100052,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00004,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,TVH,HSX.00603,1996,TB040.00016,TB0632,TBI_CT_DCL_KIEU_DCL.50003,EVN.PHA_3P,PB-100024,PB-100044,PB-100062,PB-100052,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00004,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00571,2011,TB040.00002,TB0632,TBI_CT_DCL_KIEU_DCL.50003,EVN.PHA_3P,PB-100024,PB-100045,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00028,PB-500842,NULL,NULL,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00571,2009,TB040.00002,TB0632,TBI_CT_DCL_KIEU_DCL.50003,EVN.PHA_3P,PB-100024,PB-100044,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00028,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00571,2009,TB040.00002,TB0632,TBI_CT_DCL_KIEU_DCL.50002,EVN.PHA_3P,PB-100024,PB-100044,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00028,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00571,2011,TB040.00002,TB0632,TBI_CT_DCL_KIEU_DCL.50002,EVN.PHA_3P,PB-100024,PB-100045,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00028,PB-500842,NULL,NULL,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00571,2011,TB040.00002,TB0632,TBI_CT_DCL_KIEU_DCL.50002,EVN.PHA_3P,PB-100024,PB-100045,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00028,PB-500842,NULL,NULL,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00571,2008,TB040.00002,TB0632,TBI_CT_DCL_KIEU_DCL.50002,EVN.PHA_3P,PB-100024,PB-100044,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00028,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00046,2003,TB040.00006,TB0632,TBI_CT_DCL_KIEU_DCL.50003,EVN.PHA_3P,PB-100028,PB-100044,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00011,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00051,2005,TB040.00006,TB0632,TBI_CT_DCL_KIEU_DCL.50002,EVN.PHA_3P,PB-100024,PB-100045,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00011,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00051,2005,TB040.00006,TB0632,TBI_CT_DCL_KIEU_DCL.50001,EVN.PHA_3P,PB-100024,PB-100045,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00011,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00046,2011,TB040.00141,TB0632,TBI_CT_DCL_KIEU_DCL.50002,EVN.PHA_3P,PB-100024,PB-100045,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00033,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00546,2011,TB040.00017,TB0632,TBI_CT_DCL_KIEU_DCL.50002,EVN.PHA_3P,PB-100024,PB-100044,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00047,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00051,2005,TB040.00006,TB0632,TBI_CT_DCL_KIEU_DCL.50003,EVN.PHA_3P,PB-100024,PB-100045,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00011,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00051,2011,TB040.00141,TB0632,TBI_CT_DCL_KIEU_DCL.50003,EVN.PHA_3P,PB-100024,PB-100045,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00011,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00546,2002,TB040.00017,TB0632,TBI_CT_DCL_KIEU_DCL.50002,EVN.PHA_3P,PB-100024,PB-100044,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00047,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00546,2002,TB040.00017,TB0632,TBI_CT_DCL_KIEU_DCL.50003,EVN.PHA_3P,PB-100024,PB-100044,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00047,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00546,2002,TB040.00017,TB0632,TBI_CT_DCL_KIEU_DCL.50002,EVN.PHA_3P,PB-100024,PB-100044,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00047,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00546,2002,TB040.00017,TB0632,TBI_CT_DCL_KIEU_DCL.50003,EVN.PHA_A,PB-100024,PB-100044,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00047,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00546,2002,TB040.00017,TB0632,TBI_CT_DCL_KIEU_DCL.50003,EVN.PHA_3P,PB-100024,PB-100044,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00047,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00483,2008,TB040.00003,TB0632,TBI_CT_DCL_KIEU_DCL.50003,EVN.PHA_3P,PB-100024,PB-100044,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00051,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00483,2008,TB040.00003,TB0632,TBI_CT_DCL_KIEU_DCL.50003,EVN.PHA_A,PB-100024,PB-100044,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00051,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00483,2008,TB040.00003,TB0632,TBI_CT_DCL_KIEU_DCL.50003,EVN.PHA_3P,PB-100024,PB-100044,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00051,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
0110D00_DCL,USING,HSX.00546,2002,TB040.00017,TB0632,TBI_CT_DCL_KIEU_DCL.50003,EVN.PHA_A,PB-100024,PB-100044,PB-100062,PB-100051,PB-100056,DCL_TT_NTDCTDVDKDC_01,TBI_CT_LOAI_DCL.00047,PB-500842,NULL,DCL_TT_CDDRNNQBMCD_01,TBI_TT_DCL_KIEU_CD.10001,TBI_TT_DCL_Bo_truyen_dong_03
